29.1237,29.1503,29.1990,29.2843,29.3840,29.5223,29.6913,29.7897,29.8930,29.9383,29.9730,29.9887,29.9877,29.9960,29.9960,29.9997,29.9997,29.9997,30.0000,30.0000
0.1367,0.1327,0.1263,0.1137,0.0923,0.0733,0.0490,0.0380,0.0200,0.0100,0.0057,0.0037,0.0030,0.0010,0.0010,0.0003,0.0003,0.0003,0.0000,0.0000
0.1297,0.1270,0.1170,0.1060,0.0917,0.0727,0.0480,0.0310,0.0177,0.0100,0.0050,0.0023,0.0023,0.0007,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000
0.1270,0.1243,0.1170,0.1040,0.0883,0.0700,0.0460,0.0307,0.0160,0.0097,0.0050,0.0017,0.0020,0.0007,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000
0.1247,0.1200,0.1150,0.1010,0.0880,0.0690,0.0453,0.0293,0.0147,0.0090,0.0030,0.0013,0.0017,0.0007,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000
0.1230,0.1190,0.1123,0.1003,0.0877,0.0667,0.0417,0.0290,0.0140,0.0087,0.0030,0.0013,0.0017,0.0003,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000
0.1210,0.1157,0.1077,0.0980,0.0847,0.0640,0.0407,0.0270,0.0137,0.0087,0.0027,0.0007,0.0010,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1143,0.1110,0.1057,0.0927,0.0833,0.0620,0.0380,0.0253,0.0110,0.0057,0.0027,0.0003,0.0007,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0667,0.0651,0.0847,0.0893,0.1124,0.1194,0.1046,0.0801,0.0664,0.0546,0.0326,0.0190,0.0204,0.0118,0.0108,0.0033,0.0033,0.0033,0.0000,0.0000
0.0605,0.0638,0.0626,0.0629,0.0655,0.0537,0.0456,0.0359,0.0291,0.0208,0.0149,0.0114,0.0106,0.0057,0.0057,0.0033,0.0033,0.0033,0.0000,0.0000
0.0545,0.0605,0.0539,0.0606,0.0517,0.0484,0.0404,0.0375,0.0256,0.0197,0.0136,0.0085,0.0085,0.0047,0.0057,0.0000,0.0000,0.0000,0.0000,0.0000
0.0666,0.0590,0.0486,0.0615,0.0635,0.0524,0.0413,0.0349,0.0228,0.0178,0.0128,0.0073,0.0079,0.0047,0.0057,0.0000,0.0000,0.0000,0.0000,0.0000
0.0559,0.0556,0.0640,0.0572,0.0588,0.0513,0.0466,0.0369,0.0276,0.0199,0.0095,0.0065,0.0073,0.0047,0.0047,0.0000,0.0000,0.0000,0.0000,0.0000
0.0661,0.0720,0.0569,0.0578,0.0498,0.0483,0.0404,0.0373,0.0237,0.0161,0.0134,0.0065,0.0073,0.0033,0.0033,0.0000,0.0000,0.0000,0.0000,0.0000
0.0524,0.0553,0.0598,0.0618,0.0568,0.0553,0.0364,0.0339,0.0217,0.0203,0.0112,0.0047,0.0057,0.0033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0572,0.0622,0.0531,0.0569,0.0461,0.0435,0.0394,0.0310,0.0183,0.0142,0.0102,0.0033,0.0047,0.0033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
