0.1253,0.1253,0.1252,0.1255,0.1257,0.1266,0.1272,0.1311,0.9129,0.9510,0.9684,0.9784,0.9843,0.9887,0.9915
0.1253,0.1253,0.1251,0.1254,0.1255,0.1264,0.1269,0.1302,0.0127,0.0071,0.0046,0.0031,0.0023,0.0017,0.0013
0.1253,0.1252,0.1251,0.1251,0.1253,0.1259,0.1266,0.1277,0.0126,0.0070,0.0046,0.0031,0.0023,0.0017,0.0012
0.1253,0.1250,0.1251,0.1251,0.1249,0.1253,0.1254,0.1253,0.0124,0.0070,0.0045,0.0031,0.0022,0.0016,0.0012
0.1248,0.1250,0.1250,0.1250,0.1249,0.1249,0.1244,0.1248,0.0124,0.0070,0.0045,0.0031,0.0022,0.0016,0.0012
0.1247,0.1249,0.1250,0.1249,0.1249,0.1241,0.1244,0.1217,0.0124,0.0070,0.0045,0.0031,0.0022,0.0016,0.0012
0.1247,0.1248,0.1249,0.1249,0.1246,0.1237,0.1243,0.1210,0.0124,0.0070,0.0045,0.0031,0.0022,0.0016,0.0012
0.1246,0.1245,0.1246,0.1241,0.1243,0.1231,0.1208,0.1181,0.0123,0.0069,0.0045,0.0031,0.0022,0.0016,0.0012
0.0305,0.0321,0.0331,0.0368,0.0406,0.0462,0.0555,0.0938,0.0465,0.0241,0.0161,0.0120,0.0098,0.0078,0.0067
0.0302,0.0319,0.0340,0.0367,0.0406,0.0456,0.0561,0.0919,0.0117,0.0072,0.0051,0.0040,0.0034,0.0027,0.0024
0.0303,0.0318,0.0334,0.0364,0.0399,0.0452,0.0579,0.0979,0.0119,0.0071,0.0051,0.0040,0.0034,0.0029,0.0024
0.0303,0.0321,0.0338,0.0368,0.0407,0.0469,0.0540,0.0936,0.0110,0.0069,0.0051,0.0040,0.0034,0.0028,0.0025
0.0302,0.0323,0.0343,0.0364,0.0401,0.0465,0.0553,0.0810,0.0112,0.0068,0.0050,0.0040,0.0033,0.0027,0.0024
0.0304,0.0320,0.0338,0.0364,0.0394,0.0448,0.0544,0.0859,0.0106,0.0069,0.0050,0.0039,0.0033,0.0028,0.0024
0.0302,0.0322,0.0341,0.0367,0.0398,0.0449,0.0550,0.0793,0.0110,0.0070,0.0050,0.0039,0.0033,0.0027,0.0023
0.0304,0.0317,0.0339,0.0364,0.0396,0.0442,0.0521,0.0752,0.0108,0.0068,0.0050,0.0040,0.0033,0.0027,0.0023
