116.6480,114.6200,93.7080,102.1980,97.9590,101.6250,83.1910,96.8940,85.6550,93.1800,94.6750,91.3250,92.7710,95.5910,89.7370
11.9779,10.1278,7.9459,5.5734,5.0191,7.6513,7.3903,3.8720,8.8382,4.3744,4.0782,5.3955,4.7115,8.7687,5.5002
