7.6146,7.6740,7.7298,7.7817,7.8164,7.8684,7.8969,7.9184,7.9504,7.9523,7.9641,7.9730,7.9768,7.9814,7.9865,7.9904,7.9934,7.9969,7.9947,7.9954
0.0460,0.0389,0.0333,0.0256,0.0244,0.0166,0.0131,0.0107,0.0069,0.0063,0.0056,0.0039,0.0031,0.0029,0.0020,0.0013,0.0013,0.0008,0.0010,0.0019
0.0447,0.0387,0.0314,0.0256,0.0229,0.0159,0.0125,0.0096,0.0064,0.0061,0.0047,0.0037,0.0031,0.0026,0.0020,0.0011,0.0011,0.0005,0.0009,0.0008
0.0442,0.0370,0.0309,0.0249,0.0216,0.0154,0.0119,0.0094,0.0060,0.0055,0.0041,0.0031,0.0030,0.0026,0.0018,0.0011,0.0009,0.0005,0.0008,0.0006
0.0440,0.0369,0.0301,0.0243,0.0206,0.0151,0.0119,0.0091,0.0060,0.0055,0.0039,0.0031,0.0030,0.0022,0.0016,0.0011,0.0008,0.0004,0.0008,0.0005
0.0423,0.0367,0.0301,0.0241,0.0203,0.0150,0.0116,0.0090,0.0055,0.0054,0.0037,0.0030,0.0025,0.0019,0.0016,0.0011,0.0006,0.0004,0.0006,0.0004
0.0421,0.0361,0.0296,0.0241,0.0191,0.0144,0.0109,0.0089,0.0053,0.0050,0.0036,0.0029,0.0025,0.0019,0.0015,0.0010,0.0006,0.0003,0.0005,0.0003
0.0418,0.0352,0.0285,0.0236,0.0189,0.0140,0.0106,0.0086,0.0051,0.0049,0.0036,0.0027,0.0024,0.0018,0.0013,0.0010,0.0005,0.0003,0.0004,0.0001
0.0406,0.0340,0.0283,0.0236,0.0187,0.0130,0.0104,0.0083,0.0046,0.0046,0.0035,0.0026,0.0021,0.0015,0.0011,0.0010,0.0005,0.0001,0.0003,0.0001
0.0396,0.0324,0.0281,0.0224,0.0171,0.0123,0.0103,0.0080,0.0039,0.0045,0.0030,0.0019,0.0015,0.0013,0.0006,0.0009,0.0004,0.0000,0.0001,0.0000
0.2161,0.2148,0.2019,0.1949,0.1743,0.1476,0.1341,0.1142,0.0856,0.0850,0.0744,0.0632,0.0572,0.0507,0.0478,0.0356,0.0312,0.0218,0.0263,0.0249
0.0814,0.0746,0.0682,0.0606,0.0580,0.0480,0.0468,0.0400,0.0301,0.0310,0.0271,0.0250,0.0195,0.0196,0.0157,0.0124,0.0124,0.0125,0.0111,0.0162
0.0790,0.0777,0.0682,0.0609,0.0591,0.0508,0.0461,0.0385,0.0307,0.0303,0.0245,0.0220,0.0211,0.0196,0.0167,0.0118,0.0153,0.0079,0.0104,0.0097
0.0781,0.0716,0.0664,0.0609,0.0541,0.0484,0.0429,0.0365,0.0295,0.0256,0.0230,0.0225,0.0207,0.0188,0.0167,0.0118,0.0104,0.0079,0.0097,0.0104
0.0816,0.0731,0.0653,0.0603,0.0556,0.0494,0.0403,0.0370,0.0284,0.0285,0.0224,0.0211,0.0199,0.0166,0.0142,0.0118,0.0112,0.0068,0.0112,0.0079
0.0764,0.0682,0.0646,0.0615,0.0547,0.0477,0.0392,0.0337,0.0285,0.0260,0.0241,0.0199,0.0175,0.0162,0.0152,0.0131,0.0104,0.0068,0.0088,0.0068
0.0794,0.0720,0.0662,0.0572,0.0524,0.0464,0.0398,0.0366,0.0286,0.0251,0.0210,0.0211,0.0175,0.0152,0.0147,0.0111,0.0088,0.0056,0.0079,0.0056
0.0791,0.0699,0.0637,0.0580,0.0507,0.0436,0.0395,0.0354,0.0266,0.0248,0.0224,0.0183,0.0171,0.0147,0.0136,0.0111,0.0079,0.0056,0.0068,0.0040
0.0758,0.0673,0.0621,0.0585,0.0512,0.0424,0.0388,0.0348,0.0236,0.0249,0.0221,0.0188,0.0162,0.0147,0.0131,0.0125,0.0079,0.0040,0.0056,0.0040
0.0723,0.0666,0.0669,0.0577,0.0468,0.0437,0.0390,0.0311,0.0224,0.0239,0.0199,0.0162,0.0136,0.0124,0.0088,0.0104,0.0068,0.0000,0.0040,0.0000
