29.0503,29.0700,29.0900,29.1630,29.2167,29.3877,29.5743,29.7250,29.9200,29.9577,29.9847,29.9910,29.9907,29.9990,29.9997,29.9993,30.0000,30.0000,29.9997,30.0000
0.0560,0.0603,0.0543,0.0493,0.0477,0.0383,0.0273,0.0193,0.0067,0.0040,0.0020,0.0013,0.0013,0.0003,0.0003,0.0003,0.0000,0.0000,0.0003,0.0000
0.0560,0.0577,0.0523,0.0480,0.0467,0.0377,0.0263,0.0193,0.0060,0.0040,0.0013,0.0010,0.0013,0.0003,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000
0.0557,0.0550,0.0517,0.0470,0.0447,0.0353,0.0260,0.0163,0.0057,0.0030,0.0013,0.0010,0.0010,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0557,0.0520,0.0513,0.0470,0.0437,0.0350,0.0250,0.0157,0.0053,0.0030,0.0013,0.0010,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0543,0.0513,0.0510,0.0467,0.0433,0.0337,0.0247,0.0157,0.0050,0.0027,0.0010,0.0010,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0537,0.0497,0.0500,0.0467,0.0423,0.0333,0.0237,0.0153,0.0050,0.0027,0.0010,0.0007,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0530,0.0497,0.0490,0.0460,0.0423,0.0333,0.0230,0.0150,0.0043,0.0027,0.0010,0.0007,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0513,0.0493,0.0483,0.0457,0.0423,0.0330,0.0227,0.0147,0.0043,0.0023,0.0007,0.0007,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0513,0.0487,0.0483,0.0457,0.0417,0.0327,0.0223,0.0147,0.0043,0.0023,0.0007,0.0003,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0503,0.0483,0.0477,0.0443,0.0417,0.0317,0.0217,0.0147,0.0043,0.0023,0.0007,0.0003,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0490,0.0483,0.0477,0.0433,0.0417,0.0313,0.0213,0.0140,0.0043,0.0020,0.0007,0.0003,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0483,0.0480,0.0477,0.0433,0.0413,0.0310,0.0213,0.0137,0.0040,0.0020,0.0007,0.0003,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0480,0.0477,0.0473,0.0430,0.0410,0.0310,0.0207,0.0137,0.0037,0.0017,0.0007,0.0003,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0473,0.0470,0.0467,0.0420,0.0400,0.0307,0.0207,0.0133,0.0037,0.0017,0.0007,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0470,0.0467,0.0457,0.0420,0.0387,0.0300,0.0207,0.0127,0.0030,0.0013,0.0007,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0447,0.0440,0.0450,0.0403,0.0380,0.0297,0.0203,0.0123,0.0030,0.0013,0.0003,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0440,0.0440,0.0443,0.0403,0.0373,0.0293,0.0200,0.0120,0.0027,0.0013,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0420,0.0417,0.0437,0.0387,0.0363,0.0280,0.0193,0.0120,0.0023,0.0013,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0420,0.0407,0.0380,0.0377,0.0327,0.0273,0.0187,0.0107,0.0023,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0367,0.0443,0.0463,0.0819,0.0949,0.0990,0.1163,0.1204,0.0629,0.0394,0.0311,0.0169,0.0216,0.0057,0.0033,0.0047,0.0000,0.0000,0.0033,0.0000
0.0464,0.0426,0.0396,0.0404,0.0398,0.0369,0.0351,0.0284,0.0163,0.0118,0.0114,0.0065,0.0065,0.0033,0.0033,0.0033,0.0000,0.0000,0.0033,0.0000
0.0487,0.0374,0.0375,0.0455,0.0469,0.0311,0.0321,0.0299,0.0136,0.0127,0.0081,0.0057,0.0065,0.0033,0.0000,0.0033,0.0000,0.0000,0.0000,0.0000
0.0377,0.0384,0.0438,0.0362,0.0386,0.0394,0.0293,0.0260,0.0164,0.0095,0.0065,0.0057,0.0057,0.0033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0435,0.0378,0.0390,0.0377,0.0342,0.0366,0.0328,0.0251,0.0139,0.0095,0.0065,0.0057,0.0057,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0423,0.0387,0.0378,0.0406,0.0426,0.0342,0.0293,0.0213,0.0128,0.0090,0.0057,0.0057,0.0047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0400,0.0393,0.0396,0.0414,0.0391,0.0368,0.0299,0.0247,0.0128,0.0090,0.0074,0.0047,0.0047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0435,0.0438,0.0425,0.0408,0.0343,0.0333,0.0289,0.0223,0.0130,0.0102,0.0057,0.0047,0.0033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
