0.0507,0.0506,0.0505,0.0508,0.0508,0.0511,0.0515,0.6792,0.9614,0.9784,0.9859,0.9906,0.9937,0.9956,0.9969
0.0504,0.0505,0.0504,0.0507,0.0507,0.0508,0.0512,0.0180,0.0021,0.0012,0.0008,0.0005,0.0004,0.0003,0.0002
0.0504,0.0504,0.0503,0.0505,0.0504,0.0506,0.0510,0.0179,0.0021,0.0012,0.0008,0.0005,0.0004,0.0003,0.0002
0.0503,0.0504,0.0503,0.0505,0.0503,0.0505,0.0509,0.0179,0.0021,0.0012,0.0008,0.0005,0.0003,0.0002,0.0002
0.0502,0.0503,0.0502,0.0505,0.0503,0.0505,0.0509,0.0176,0.0021,0.0012,0.0008,0.0005,0.0003,0.0002,0.0002
0.0501,0.0502,0.0501,0.0501,0.0502,0.0502,0.0505,0.0172,0.0021,0.0012,0.0008,0.0005,0.0003,0.0002,0.0002
0.0501,0.0502,0.0501,0.0501,0.0501,0.0501,0.0504,0.0170,0.0021,0.0012,0.0008,0.0005,0.0003,0.0002,0.0002
0.0501,0.0502,0.0501,0.0501,0.0500,0.0500,0.0500,0.0169,0.0020,0.0011,0.0008,0.0005,0.0003,0.0002,0.0002
0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0169,0.0020,0.0011,0.0007,0.0005,0.0003,0.0002,0.0002
0.0500,0.0499,0.0500,0.0500,0.0500,0.0499,0.0499,0.0168,0.0020,0.0011,0.0007,0.0005,0.0003,0.0002,0.0002
0.0500,0.0498,0.0500,0.0500,0.0500,0.0498,0.0498,0.0168,0.0020,0.0011,0.0007,0.0005,0.0003,0.0002,0.0002
0.0499,0.0498,0.0499,0.0499,0.0499,0.0498,0.0497,0.0168,0.0020,0.0011,0.0007,0.0005,0.0003,0.0002,0.0002
0.0499,0.0498,0.0499,0.0499,0.0499,0.0497,0.0497,0.0167,0.0020,0.0011,0.0007,0.0005,0.0003,0.0002,0.0002
0.0498,0.0498,0.0499,0.0499,0.0499,0.0497,0.0496,0.0167,0.0020,0.0011,0.0007,0.0005,0.0003,0.0002,0.0002
0.0498,0.0498,0.0498,0.0498,0.0498,0.0497,0.0493,0.0165,0.0020,0.0011,0.0007,0.0005,0.0003,0.0002,0.0002
0.0498,0.0498,0.0498,0.0498,0.0498,0.0497,0.0493,0.0164,0.0020,0.0011,0.0007,0.0005,0.0003,0.0002,0.0002
0.0498,0.0497,0.0497,0.0497,0.0498,0.0497,0.0493,0.0164,0.0020,0.0011,0.0007,0.0005,0.0003,0.0002,0.0002
0.0496,0.0497,0.0497,0.0493,0.0496,0.0496,0.0492,0.0163,0.0020,0.0011,0.0007,0.0005,0.0003,0.0002,0.0002
0.0495,0.0496,0.0497,0.0493,0.0494,0.0496,0.0491,0.0162,0.0020,0.0011,0.0007,0.0004,0.0003,0.0002,0.0002
0.0495,0.0494,0.0495,0.0492,0.0491,0.0489,0.0488,0.0156,0.0020,0.0011,0.0007,0.0004,0.0003,0.0002,0.0001
0.0083,0.0087,0.0090,0.0096,0.0099,0.0109,0.0134,0.2918,0.0099,0.0066,0.0043,0.0036,0.0027,0.0022,0.0019
0.0083,0.0088,0.0090,0.0100,0.0102,0.0106,0.0117,0.0192,0.0017,0.0012,0.0009,0.0008,0.0006,0.0005,0.0004
0.0083,0.0089,0.0089,0.0094,0.0100,0.0110,0.0126,0.0187,0.0016,0.0012,0.0009,0.0008,0.0006,0.0005,0.0004
0.0083,0.0088,0.0091,0.0093,0.0101,0.0107,0.0122,0.0173,0.0016,0.0012,0.0009,0.0007,0.0006,0.0005,0.0004
0.0084,0.0086,0.0091,0.0098,0.0101,0.0107,0.0120,0.0179,0.0016,0.0012,0.0009,0.0008,0.0006,0.0005,0.0004
0.0083,0.0088,0.0091,0.0093,0.0094,0.0108,0.0117,0.0180,0.0016,0.0012,0.0009,0.0007,0.0006,0.0005,0.0004
0.0084,0.0088,0.0089,0.0092,0.0098,0.0103,0.0112,0.0170,0.0015,0.0012,0.0009,0.0007,0.0006,0.0005,0.0004
0.0081,0.0090,0.0090,0.0093,0.0096,0.0109,0.0116,0.0164,0.0016,0.0012,0.0009,0.0007,0.0006,0.0005,0.0004
0.0083,0.0086,0.0086,0.0095,0.0101,0.0103,0.0111,0.0175,0.0016,0.0011,0.0009,0.0008,0.0006,0.0005,0.0004
0.0084,0.0086,0.0090,0.0096,0.0096,0.0101,0.0117,0.0159,0.0016,0.0012,0.0009,0.0007,0.0006,0.0005,0.0004
0.0086,0.0089,0.0090,0.0091,0.0098,0.0102,0.0118,0.0162,0.0016,0.0011,0.0009,0.0007,0.0006,0.0005,0.0004
0.0084,0.0090,0.0090,0.0095,0.0100,0.0110,0.0111,0.0165,0.0018,0.0011,0.0009,0.0007,0.0006,0.0005,0.0004
0.0083,0.0087,0.0091,0.0096,0.0094,0.0109,0.0116,0.0163,0.0017,0.0011,0.0009,0.0007,0.0006,0.0005,0.0004
0.0081,0.0085,0.0089,0.0093,0.0099,0.0101,0.0115,0.0168,0.0016,0.0011,0.0009,0.0008,0.0006,0.0005,0.0004
0.0085,0.0087,0.0090,0.0093,0.0097,0.0102,0.0114,0.0162,0.0017,0.0011,0.0009,0.0007,0.0006,0.0005,0.0004
0.0082,0.0087,0.0089,0.0096,0.0101,0.0106,0.0112,0.0154,0.0016,0.0011,0.0009,0.0007,0.0006,0.0005,0.0004
0.0081,0.0084,0.0090,0.0096,0.0093,0.0102,0.0112,0.0157,0.0016,0.0011,0.0008,0.0007,0.0006,0.0005,0.0004
0.0084,0.0088,0.0087,0.0092,0.0094,0.0104,0.0110,0.0159,0.0016,0.0011,0.0009,0.0007,0.0005,0.0005,0.0004
0.0083,0.0084,0.0085,0.0091,0.0097,0.0099,0.0112,0.0154,0.0016,0.0012,0.0008,0.0007,0.0006,0.0005,0.0004
0.0085,0.0083,0.0090,0.0096,0.0096,0.0107,0.0110,0.0153,0.0016,0.0011,0.0009,0.0006,0.0006,0.0005,0.0004
