0.0508,0.0506,0.0507,0.0506,0.0512,0.0514,0.0558,0.1227,0.9609,0.9784,0.9842,0.9903,0.9940,0.9959,0.9967
0.0504,0.0506,0.0506,0.0506,0.0505,0.0511,0.0519,0.1098,0.0022,0.0013,0.0009,0.0005,0.0004,0.0003,0.0002
0.0504,0.0504,0.0504,0.0505,0.0505,0.0508,0.0510,0.0745,0.0022,0.0012,0.0009,0.0005,0.0004,0.0002,0.0002
0.0503,0.0501,0.0504,0.0504,0.0504,0.0507,0.0509,0.0530,0.0022,0.0012,0.0009,0.0005,0.0003,0.0002,0.0002
0.0502,0.0501,0.0503,0.0504,0.0503,0.0504,0.0507,0.0501,0.0021,0.0012,0.0009,0.0005,0.0003,0.0002,0.0002
0.0502,0.0501,0.0503,0.0504,0.0503,0.0502,0.0505,0.0494,0.0021,0.0012,0.0009,0.0005,0.0003,0.0002,0.0002
0.0502,0.0501,0.0503,0.0504,0.0503,0.0501,0.0501,0.0462,0.0021,0.0011,0.0008,0.0005,0.0003,0.0002,0.0002
0.0502,0.0500,0.0502,0.0502,0.0503,0.0501,0.0500,0.0407,0.0021,0.0011,0.0008,0.0005,0.0003,0.0002,0.0002
0.0502,0.0500,0.0502,0.0501,0.0503,0.0500,0.0498,0.0403,0.0021,0.0011,0.0008,0.0005,0.0003,0.0002,0.0002
0.0501,0.0500,0.0502,0.0500,0.0501,0.0500,0.0498,0.0390,0.0021,0.0011,0.0008,0.0005,0.0003,0.0002,0.0002
0.0500,0.0500,0.0500,0.0500,0.0501,0.0499,0.0497,0.0389,0.0021,0.0011,0.0008,0.0005,0.0003,0.0002,0.0002
0.0500,0.0500,0.0499,0.0500,0.0500,0.0499,0.0494,0.0386,0.0020,0.0011,0.0008,0.0005,0.0003,0.0002,0.0002
0.0499,0.0499,0.0499,0.0500,0.0499,0.0498,0.0494,0.0384,0.0020,0.0011,0.0008,0.0005,0.0003,0.0002,0.0002
0.0497,0.0498,0.0498,0.0499,0.0497,0.0498,0.0493,0.0380,0.0020,0.0011,0.0008,0.0005,0.0003,0.0002,0.0002
0.0497,0.0498,0.0498,0.0499,0.0497,0.0496,0.0493,0.0378,0.0020,0.0011,0.0008,0.0005,0.0003,0.0002,0.0002
0.0497,0.0497,0.0497,0.0496,0.0495,0.0495,0.0492,0.0374,0.0020,0.0011,0.0008,0.0005,0.0003,0.0002,0.0002
0.0496,0.0497,0.0494,0.0495,0.0495,0.0495,0.0488,0.0372,0.0020,0.0011,0.0008,0.0005,0.0003,0.0002,0.0002
0.0496,0.0497,0.0494,0.0495,0.0493,0.0495,0.0484,0.0363,0.0020,0.0011,0.0008,0.0005,0.0003,0.0002,0.0001
0.0495,0.0497,0.0493,0.0490,0.0492,0.0490,0.0481,0.0361,0.0020,0.0011,0.0008,0.0005,0.0003,0.0002,0.0001
0.0494,0.0497,0.0493,0.0490,0.0490,0.0488,0.0477,0.0355,0.0019,0.0010,0.0008,0.0005,0.0002,0.0002,0.0001
0.0337,0.0351,0.0358,0.0374,0.0405,0.0458,0.0658,0.2609,0.0432,0.0254,0.0200,0.0145,0.0117,0.0086,0.0077
